146	0.916746	0.303092
147	0.955862	0.303092
148	1	0.303092
168	0.935443	0.353759
169	1	0.353759
170	0	0.406857
171	0.0488018	0.406857
192	0	0.440443
193	0.0566036	0.440443
212	0	0.481396
213	0.057026	0.481396
172	0.103329	0.406857
173	0.173318	0.406857
194	0.103005	0.440443
195	0.162273	0.440443
214	0.100322	0.481396
215	0.157249	0.481396
174	0.205552	0.406857
175	0.265528	0.406857
176	0.297732	0.406857
196	0.219737	0.440443
197	0.281514	0.440443
216	0.208207	0.481396
217	0.255568	0.481396
177	0.350234	0.406857
198	0.345813	0.440443
199	0.379661	0.440443
218	0.308445	0.481396
219	0.349954	0.481396
220	0.381957	0.481396
178	0.400875	0.406857
179	0.450048	0.406857
200	0.443025	0.440443
201	0.494809	0.440443
221	0.437501	0.481396
180	0.5146	0.406857
181	0.550626	0.406857
202	0.536035	0.440443
203	0.568008	0.440443
222	0.504761	0.481396
223	0.54766	0.481396
224	0.597902	0.481396
182	0.607816	0.406857
183	0.649495	0.406857
184	0.689529	0.406857
204	0.620966	0.440443
205	0.679944	0.440443
225	0.663463	0.481396
185	0.731753	0.406857
186	0.79749	0.406857
206	0.747989	0.440443
207	0.785331	0.440443
226	0.710624	0.481396
227	0.771536	0.481396
187	0.856869	0.406857
188	0.899487	0.406857
208	0.83167	0.440443
209	0.881175	0.440443
228	0.811845	0.481396
229	0.863093	0.481396
189	0.92979	0.406857
190	0.96108	0.406857
191	1	0.406857
210	0.948203	0.440443
211	1	0.440443
230	0.900902	0.481396
231	0.940559	0.481396
232	1	0.481396
233	0	0.51191
234	0.0457573	0.51191
235	0.0913157	0.51191
253	0	0.551849
254	0.0689233	0.551849
274	0	0.588114
275	0.0378152	0.588114
276	0.0885739	0.588114
236	0.153988	0.51191
237	0.19645	0.51191
255	0.107713	0.551849
256	0.171354	0.551849
277	0.143561	0.588114
278	0.189168	0.588114
238	0.264094	0.51191
257	0.222377	0.551849
258	0.269567	0.551849
279	0.235557	0.588114
280	0.274006	0.588114
239	0.32869	0.51191
240	0.386486	0.51191
259	0.320949	0.551849
260	0.358766	0.551849
281	0.31609	0.588114
282	0.378729	0.588114
241	0.447885	0.51191
242	0.482749	0.51191
261	0.408975	0.551849
262	0.460726	0.551849
283	0.432573	0.588114
284	0.492463	0.588114
243	0.542728	0.51191
244	0.57581	0.51191
263	0.510263	0.551849
264	0.543485	0.551849
285	0.560442	0.588114
245	0.629306	0.51191
246	0.687213	0.51191
265	0.601692	0.551849
266	0.635322	0.551849
267	0.676072	0.551849
286	0.609837	0.588114
287	0.664864	0.588114
247	0.740455	0.51191
248	0.785418	0.51191
268	0.741744	0.551849
269	0.794421	0.551849
288	0.732544	0.588114
289	0.776026	0.588114
249	0.851769	0.51191
250	0.895068	0.51191
270	0.838955	0.551849
271	0.894736	0.551849
290	0.843622	0.588114
251	0.931903	0.51191
252	1	0.51191
272	0.959986	0.551849
273	1	0.551849
291	0.905928	0.588114
292	0.958084	0.588114
293	1	0.588114
294	0	0.643371
295	0.0642283	0.643371
296	0.0980273	0.643371
315	0	0.680665
316	0.0375393	0.680665
317	0.0782134	0.680665
297	0.13974	0.643371
298	0.189603	0.643371
318	0.143637	0.680665
319	0.195068	0.680665
299	0.234008	0.643371
300	0.273818	0.643371
320	0.239564	0.680665
321	0.276026	0.680665
301	0.342328	0.643371
322	0.329811	0.680665
323	0.371877	0.680665
302	0.403954	0.643371
303	0.456693	0.643371
324	0.408644	0.680665
325	0.441782	0.680665
304	0.5004	0.643371
305	0.551215	0.643371
326	0.507016	0.680665
327	0.544439	0.680665
306	0.601814	0.643371
307	0.646293	0.643371
308	0.699811	0.643371
328	0.603588	0.680665
329	0.651494	0.680665
309	0.743061	0.643371
310	0.779905	0.643371
330	0.704908	0.680665
331	0.765731	0.680665
311	0.847569	0.643371
332	0.814699	0.680665
333	0.881612	0.680665
312	0.908024	0.643371
313	0.954191	0.643371
314	1	0.643371
334	0.927064	0.680665
335	0.962214	0.680665
336	1	0.680665
337	0	0.727416
338	0.0424467	0.727416
357	0	0.796359
358	0.0384841	0.796359
339	0.103998	0.727416
340	0.153709	0.727416
359	0.102706	0.796359
360	0.136211	0.796359
361	0.193613	0.796359
341	0.210388	0.727416
342	0.268206	0.727416
362	0.230391	0.796359
363	0.296913	0.796359
343	0.307323	0.727416
344	0.355879	0.727416
364	0.347363	0.796359
365	0.396221	0.796359
345	0.413658	0.727416
346	0.458477	0.727416
347	0.496069	0.727416
366	0.43027	0.796359
367	0.494514	0.796359
348	0.559575	0.727416
349	0.594902	0.727416
368	0.549828	0.796359
350	0.639342	0.727416
351	0.682915	0.727416
369	0.61008	0.796359
370	0.671762	0.796359
352	0.749028	0.727416
371	0.728382	0.796359
372	0.758646	0.796359
353	0.809646	0.727416
354	0.874574	0.727416
373	0.824134	0.796359
374	0.880858	0.796359
355	0.940501	0.727416
356	1	0.727416
375	0.917045	0.796359
376	0.963663	0.796359
377	1	0.796359
378	0	0.8402
379	0.0416886	0.8402
380	0.0761052	0.8402
399	0	0.881783
400	0.0337989	0.881783
381	0.129054	0.8402
382	0.169676	0.8402
401	0.102103	0.881783
402	0.144043	0.881783
383	0.237216	0.8402
384	0.274949	0.8402
403	0.201808	0.881783
404	0.237343	0.881783
405	0.297491	0.881783
385	0.326979	0.8402
386	0.388342	0.8402
406	0.329075	0.881783
407	0.373399	0.881783
387	0.44448	0.8402
388	0.489662	0.8402
408	0.42974	0.881783
409	0.46515	0.881783
389	0.542506	0.8402
390	0.583272	0.8402
410	0.520477	0.881783
411	0.577242	0.881783
391	0.641668	0.8402
392	0.680638	0.8402
412	0.628459	0.881783
413	0.693044	0.881783
393	0.724579	0.8402
394	0.792249	0.8402
414	0.728274	0.881783
415	0.796572	0.881783
395	0.856621	0.8402
416	0.858916	0.881783
417	0.894592	0.881783
396	0.915793	0.8402
397	0.955115	0.8402
398	1	0.8402
418	0.938208	0.881783
419	1	0.881783
420	0	0.914698
421	0.0548689	0.914698
422	0.0867244	0.914698
443	0	0.945765
444	0.0688391	0.945765
464	0.0590805	1
423	0.121864	0.914698
424	0.176032	0.914698
445	0.11657	0.945765
446	0.181541	0.945765
465	0.112738	1
466	0.149454	1
467	0.187077	1
425	0.211617	0.914698
426	0.272036	0.914698
447	0.221456	0.945765
448	0.291293	0.945765
468	0.240382	1
469	0.285468	1
427	0.316922	0.914698
428	0.352811	0.914698
429	0.398561	0.914698
449	0.322853	0.945765
450	0.387497	0.945765
470	0.336612	1
471	0.391772	1
430	0.4379	0.914698
431	0.49162	0.914698
451	0.439988	0.945765
452	0.482079	0.945765
472	0.449156	1
432	0.542745	0.914698
433	0.58203	0.914698
453	0.51264	0.945765
454	0.555883	0.945765
473	0.514529	1
474	0.559516	1
434	0.629672	0.914698
435	0.691834	0.914698
455	0.6171	0.945765
456	0.665453	0.945765
475	0.612234	1
476	0.670061	1
436	0.737354	0.914698
437	0.774991	0.914698
457	0.701871	0.945765
458	0.767754	0.945765
477	0.723579	1
478	0.769224	1
438	0.84085	0.914698
439	0.894874	0.914698
459	0.817984	0.945765
460	0.87577	0.945765
479	0.804148	1
480	0.844454	1
481	0.87831	1
440	0.926281	0.914698
441	0.961983	0.914698
442	1	0.914698
461	0.912659	0.945765
462	0.946126	0.945765
463	1	0.945765
482	0.93437	1
483	1	1
